log_id,raw_log
107,"05/28/2026 03:07:09 PM - User hiro5730@corp.example.com attempted unauthorized access to https://portal.corp.example.com/calendar via Firefox/124.0.2 from 192.168.42.236 - 403 Forbidden"
108,"2026-05-18T00:50:47Z | entity=CUSTOMER | email=arjun.rossi26@shop.example.org | event=Authenticated successfully | resource=/cart | tool=Safari/17.4.1 | ip=203.0.113.128 | lat=40.6971 | lng=-74.0144 | outcome=200"
109,"2026-04-26T14:34:30Z Customer smensah@shop.example.org was granted access to https://shop.example.org/cart via Firefox/125.0 from 10.76.167.30 at 12°59'04.9""N 77°36'00.7""E - 204 No Content"
110,"198.51.100.247:56241 - - [2026-05-16 14:58:17.179] ""GET /projects/alpha?id=3143 HTTP/1.1"" 403 20734 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"" type=USER user=<nadia.smith+alerts@example.com> geo=19.0904,72.8294 msg=""Forbidden"""
111,"[15/Feb/2026:09:44:21 +0530] noah.menon58@customers.example.net attempted unauthorized access to https://shop.example.org/returns/81491 via Chrome/124.0.6367.91 from 172.25.177.199 (loc: 12.932147, 77.610974) - 403 Forbidden"
112,"[31/Mar/2026:19:56:33 -0300] Guest guest_2903@example.com logged in to /catalog/items/66684 via Chrome/123.0.6312.122 from 172.30.17.108 [S23.5518 W46.6022] - 302 Found"
113,"[03/Jan/2026:16:23:46 -0500] [SUCCESS] API Client api-client-0985@partners.example.net connecting from 203.0.113.55 with python-requests/2.31.0 was allowed to access ftp://files.example.net/outbound/batch_994.zip."
114,"2026-02-08T18:32:53.554Z | entity=guest | lat=-23.510 | ip=192.168.44.117 | lon=-46.637 | resource=/public/brochure.pdf | email=visitor.1908@guest.example.org | status=success | action=""Access granted"" | tool=MobileSafari/17.4.1"
115,"2026-01-06T02:00:03Z | entity_type=service-account | email=svc-backup@infra.example.internal | action=""Access granted"" | resource=s3://prod-backups/daily/2026-01-06/ | tool=aws-cli/2.15.0 | ip=10.40.2.15 | status=SUCCESS"
116,"2026-03-01T10:26:44Z | type=CUSTOMER | user=erossi@customers.example.net | action=Authentication failed | resource=https://shop.example.org/wishlist | tool=Safari/17.4.1 | ip=203.0.113.240 | lat=19.10879 | lon=72.88739 | status=401"
117,"20-03-2026 09:35;USER;ETHAN.SILVA@CORP.EXAMPLE.COM;Chrome/123.0.6312.122;https://portal.corp.example.com/home?id=6004;1°22'02.9""N;103°48'27.3""E;198.51.100.68;ACCESS PERMITTED;"
118,"2026/03/07 13:27:43;ADMIN;hrao@hq.example.net;MobileSafari/17.4.1;/iam/roles;18.486;73.863;172.17.11.249;Login successful;OK"
119,"[20/Apr/2026:07:09:52 -0500] User kavya.joshi@corp.example.com failed to log in to /leave/apply via Edge/124.0.2478.67 from 203.0.113.189 at lat 40.7093 lon -73.9772 [FAIL]"
120,"[07/Jan/2026:03:15:09 +0000] Service Account svc-etl@infra.example.internal was denied access to db://prod/customers via python-requests/2.31.0 from 10.40.3.8 - 403 Forbidden"
121,"[16/May/2026:15:24:04 +0530] Guest visitor.9506@guest.example.org was refused access to https://portal.corp.example.com/projects/alpha via Firefox/124.0.2 from 203.0.113.88 (19.03170, 72.83906) - 200 OK"
122,"2026-01-08T10:45:30Z [ADMIN] rahul.kulkarni+audit@corp.example.com was granted access to /admin/users?page=2 via Chrome/124.0.6367.91 from 203.0.113.45 (18.5204, 73.8567) - 200 OK"
123,"[09/May/2026:13:09:43 +0530] [ALLOWED] User ""Noah Silva"" <nsilva@eu.corp.example.com> connecting from 198.51.100.233 with MobileSafari/17.4.1 located (19.0905, 72.8858) was allowed to access https://portal.corp.example.com/timesheets."
124,"Apr 25 16:49:15 auth-gw02 audit[3598]: {""level"": ""info"", ""entity"": ""user"", ""user"": ""omar.brown@example.co.uk"", ""resource"": ""https://portal.corp.example.com/documents/policies?id=6196"", ""tool"": ""Edge/124.0.2478.67"", ""src_ip"": ""2001:0db8:9c83:c974:fbb6:8c78:f2c1:6a6b"", ""latitude"": 64.1840, ""longitude"": -21.9380, ""event"": ""request permitted"", ""result"": ""OK""}"
125,"27-03-2026 19:42;CUSTOMER;emma.desai@customers.example.net;Safari/17.4.1;https://shop.example.org/wishlist;-23.552950;-46.660139;192.168.70.246;Login attempt rejected;FAIL"
126,"03/14/2026 02:28:09 AM - User hhaddad@corp.example.com was permitted to access https://portal.corp.example.com/dashboard?id=9658 from 2001:db8::b1f4 using Chrome/123.0.6312.122, location (51.512422, -0.144267), result SUCCESS"
127,"2026-02-25T21:44:35-05:00 | type=customer | email=chen.menon64@shop.example.org | action=Request blocked by policy | resource=https://shop.example.org/orders/18294 | tool=Firefox/125.0 | client_ip=192.168.92.173 | lat=40.701 | lon=-74.043 | outcome=403"
128,"2026-06-15T22:04:02Z Service Account svc-backup@infra.example.internal was blocked from accessing https://artifacts.example.internal/releases/2.14.5.49/app-2.14.5.49.zip via python-requests/2.31.0 from 10.49.0.125 at 51°28'40.1""N 0°06'37.8""W - status: DENIED"
129,"1773005638 | entity=admin | user=olivia.ivanova@hq.example.net | event=""ACCESS DENIED"" | resource=/opt/app/config/settings.yaml | client=MobileSafari/17.4.1 | ip=10.100.202.217 | lat=1.3901 | lon=103.7808 | status=DENIED"
130,"192.168.179.225:47611 - - [2026-01-31 20:59:31.475] ""GET https://portal.corp.example.com/leave/apply?id=3038 HTTP/1.1"" 200 24719 ""https://portal.corp.example.com/login"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" role=Guest user=<visitor.9864@guest.example.org> geo=-33.857593,151.253598 msg=""Authorized"""
131,"203.0.113.66:1880 - - [18/Feb/2026:03:00:39 -0500] ""GET /checkout HTTP/1.1"" 200 49073 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" geo=40.7499,-74.0383 msg=""Request allowed"""
132,"2026-01-23T01:59:24Z Admin hiro.sato91@corp.example.com was rate limited on /admin/billing/export via MobileSafari/17.4.1 from 10.79.23.73 (loc: 12.99887, 77.55511) - status: RATE_LIMITED"
133,"192.0.2.243:51809 - - [2026-02-21 21:29:31.008] ""POST https://portal.corp.example.com/reports/weekly HTTP/1.1"" 401 40564 ""https://admin.corp.example.com/users/76368/edit"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" entity=User user=<olivia-mensah@corp.example.com> loc=POINT(36.853911 -1.274478) msg=""Login failed"""
134,"192.0.2.36 - - [2026-05-22T01:22:43+10:00] ""GET /api/v2/orders/4783?expand=items HTTP/1.1"" 200 20870 ""-"" ""curl/8.4.0"" type=API Client user=<api-client-3501@partners.example.net> msg=""Request allowed"""
135,"[14/Mar/2026:11:47:41 +1000] Admin noah_wilson@hq.example.net failed to log in to postgres://billing.example.internal:5432/ledger?sslmode=require from 198.51.100.91 using Chrome/124.0.6367.91, location at lat 33°54'03.2""S, result FAILED"
136,"192.168.145.28 - guest_3541@example.com [30/May/2026:22:31:11 +0530] ""DELETE https://portal.corp.example.com:8443/calendar?id=8745 HTTP/1.1"" 200 13665 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" entity=Guest geo=12.9679,77.6099 msg=""Access granted"""
137,"2026-04-10T00:59:14.287Z | entity=Service Account | user=<ci-runner-09@build.example.internal> | action=""Access granted"" | resource=/var/log/secure | tool=python-requests/2.31.0 | src_ip=192.168.231.30 | lat=19.043430 | lon=72.835472"
138,"2026-06-21T00:53:28Z | principal=kavya.haddad@corp.example.com | action=Rate limited | client=Insomnia/8.6.1 | client_ip=192.0.2.72 | latitude=51.5173 | longitude=-0.1740 | result=THROTTLED"
139,"172.18.137.216:63195 - yuki.rossi@example.com [2026-13-13 01:25:33.733] ""POST /checkout HTTP/1.1"" 200 42600 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"" type=Customer loc=POINT(72.918025 19.032026) msg=""Request allowed"""
140,"Jan  9 14:02:11 api-gw02 gatekeeper[3310]: {""entity"":""API Client"",""principal"":""integration.bluefin@partners.example.net"",""resource"":""https://api.example.com/v2/invoices?status=open"",""tool"":""okhttp/4.12.0"",""src_ip"":""198.51.100.61"",""msg"":""request permitted"",""status"":""ALLOWED""}"
141,"2026-03-25T10:53:02.396Z | entity_type=user | email=LIAM.NAIR@CORP.EXAMPLE.COM | action=""Login successful"" | resource=/wiki/Onboarding?id=8826 | tool=Safari/17.4.1 | ip=2001:db8:e9e2:407f::5f9a | lat=40.708372 | lon=-74.055639 | result=ok"
142,"172.24.167.240:19279 - guest_4018@example.com [2026-05-02 05:13:38.636] ""GET /events/2026/registration HTTP/1.1"" 401 49859 ""https://portal.corp.example.com/login"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" loc=POINT(-46.5851 -23.5991) msg=""Unauthorized"""
143,"[23/Feb/2026:18:28:20 +0530] [CUSTOMER] INGRID.ROSSI@EXAMPLE.COM failed to log in to /account from 192.168.136.121:51452 using Chrome/124.0.6367.91, location (loc: 19.0560, 72.8337), result 401 Unauthorized"
144,"10.80.248.74 - - [28/Mar/2026:04:57:20 +0900] ""POST https://portal.corp.example.com/dashboard HTTP/1.1"" 403 40398 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36 Edg/124.0.2478.67"" role=Guest user=<guest_1371@example.com> lat=35.627 msg=""Blocked by WAF policy"""
145,"04/01/2026 04:14:25 PM - Service Account svc-monitoring@infra.example.internal was denied access to s3://tf-state/prod/network.tfstate via OpenSSH_9.6p1 from 192.168.113.121 at 51°29'54.2""N 0°10'01.9""W - 200 OK"
146,"[2001:0db8:682e:6f1c:917e:47b2:b88a:6f55]:51781 - vikram.zhang57@example.com.au [2026-02-13 04:33:15.670] ""PUT https://portal.corp.example.com/reports/q1 HTTP/2.0"" 302 29483 ""https://portal.corp.example.com/login"" ""Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"" entity=User geo=13.010458,77.592169 msg=""Login successful"""
147,"172.25.124.245:60148 - - [2026-06-23 09:05:40.587] ""POST /reports/q1 HTTP/1.1"" 200 36680 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0"" type=User user=<meera.murphy+ops@example.gov.in> loc=POINT(73.861893 18.552263) msg=""Request allowed"""
148,"10.81.118.60:61361 - svc-reporting@infra.example.internal [2026-04-10T20:30:38+05:30] ""GET https://vault.corp.example.com/secrets/staging HTTP/1.1"" 403 34341 ""-"" ""OpenSSH_9.6p1"" type=SERVICE_ACCOUNT geo=18.5592,73.8991 msg=""Access denied: insufficient privileges"""
149,"2026-06-22 02:59:19 | entity=ADMIN | email=rokafor@corp.example.com | action=""Permission granted"" | resource=https://admin.corp.example.com:8443/admin/users?page=5 | agent=psql/16.2 | ip=198.51.100.145 | lat=18.532240 | lon=73.872979 | status=PASS"
150,"198.51.100.129 - guest_7849@example.com [16/May/2026:10:09:44 +1000] ""POST https://portal.corp.example.com/profile/settings?id=5376 HTTP/1.1"" 401 25230 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" entity=GUEST loc=POINT(151.2348547 -33.8708359) msg=""Unauthorized"""
151,"2026-05-06T18:31:03+00:00 | entity=USER | email=olivia4141@mail.example.org | action=""Login successful"" | resource=/reports/weekly?id=2394 | tool=Edge/124.0.2478.67 | ip=203.0.113.87 | lat=64.1733251 | lon=-21.9465575 | status=ok"
152,"2026-06-29T19:38:47.089Z | entity=user | principal=daniel.haddad@example.com.au | action=access granted | resource=https://portal.corp.example.com/documents/policies?id=7306 | tool=Safari/17.4.1 | src_ip=10.64.3.179 | lat=40.66493 | lng=-73.99375 | result=200"
153,"2001:db8:c99f:13f::5b28 - ingrid.desai@example.com [2026-05-13 18:44:20.872] ""GET https://shop.example.org/returns/36731 HTTP/1.1"" 302 25462 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" role=CUSTOMER lat=1.3081681 lon=103.8276371 msg=""Session started"""
154,"04/26/2026 02:33:40 PM - Guest visitor.2148@guest.example.org failed to log in to /catalog/items/14505 from 203.0.113.27 using Chrome/124.0.6367.91, location (51.46847, -0.12037) [fail]"
155,"2026-01-09 06:27:13 | entity=user | email=VIKRAM.NAIR@EXAMPLE.COM.AU | action=""Permission granted"" | resource=https://portal.corp.example.com/reports/q2 | client=MobileSafari/17.4.1 | ip=192.168.63.16 | lat=35°42'14.4""N | lon=139°37'25.3""E | status=PASS"
156,"Mar 10 01:14:23 auth-gw01 guard[783]: {""level"":""info"",""entity"":""customer"",""user"":""aisha-brown@shop.example.org"",""resource"":""/cart"",""client"":""Firefox/125.0"",""remote_addr"":""2001:db8:e236:d097::d244"",""msg"":""permitted"",""result"":""ALLOWED""}"
157,"[25/May/2026:08:12:58 +0000] [ADMIN] anonymous attempted unauthorized access to an unspecified resource from 172.18.116.122 using Firefox/125.0, location (51.4746, -0.1016), result REJECTED"
158,"16-04-2026 20:49;BOT;UPTIME-CHECKER@INFRA.EXAMPLE.INTERNAL;Wget/1.21.4;/readyz;19°06'36.0""N;72°54'00.0""E;10.231.210.143;Request blocked;blocked"
159,"<86>1 2026-04-01T16:28:52.756Z k8s-api01 authd 4161 AUTH - {""principal_type"": ""service_account"", ""principal"": ""svc-deploy@infra.example.internal"", ""target"": ""postgres://reporting.example.internal:5432/sales"", ""user_agent"": null, ""src_ip"": ""2001:db8:384f:bd98::c5f3"", ""geo"": {""lat"": 13.0028, ""lng"": 77.6197}, ""msg"": ""request permitted"", ""http_status"": 201}"
160,"2026-01-29T21:43:42+10:00 | entity=service_account | email=ci-runner-04@build.example.internal | action=""User logged out"" | resource=s3://prod-backups/daily/2026-03-13/ | agent=psql/16.2 | client_ip=172.22.162.240 | lat=115.6258 | lon=151.1971 | status=SUCCESS"
161,"20260328T131526;USER;hiro_silva@corp.example.com;Edge/124.0.2478.67;https://portal.corp.example.com/reports/q1;N/A;N/A;192.0.2.53;Access granted;OK"
162,"20260225T175009;GUEST;;Chrome/123.0.6312.122;https://portal.corp.example.com:8443/profile/settings?id=6774;12.96887;;192.0.2.18;ACCESS PERMITTED;OK"
163,"Mar  9 19:27:13 sso01 haproxy[6339]: {""principal_type"":""user"",""resource"":""https://portal.corp.example.com:8443/payslips?id=5252"",""client"":""MobileSafari/17.4.1"",""src_ip"":""203.0.113.50"",""latitude"":-23.5178,""longitude"":-46.6346,""msg"":""permitted"",""result"":""SUCCESS""}"
164,"2026-01-29T20:22:14Z Service Account <ci-runner-16@build.example.internal> was permitted to access db://prod/customers via terraform/1.7.2 from 2001:db8::e6c7 (19.1193, 72.9140) - 200 OK"
165,"198.51.100.18 - - [2026-03-29 20:55:29.263] ""GET /admin/billing/export HTTP/2.0"" 200 49375 ""https://admin.corp.example.com/users/27672/edit"" ""Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"" entity=Admin user=<yuki.zhang@corp.example.com> geo=1.3500,103.8138 msg=""Login successful"""
166,"1776814548|type=bot|email=bot-monitor@infra.example.internal|action=""Login successful""|resource=http://10.20.0.171:8080/actuator/health|tool=curl/8.4.0|ip=172.16.213.55|lat=64.0974|lon=-21.9678|status=OK"
167,"2026-03-25T13:49:46.939Z | email=vikram_sharma@mail.example.co.uk | status=OK | resource=https://shop.example.org/account | action=Access granted | src_ip=192.168.45.117 | lon=-74.0309877 | tool=MobileSafari/17.4.1 | lat=40.7475302"
168,"03/30/2026 06:15:34 AM - User zara.haddad61@eu.corp.example.com hit a server error on https://portal.corp.example.com/profile/settings via Chrome/123.0.6312.122 from 172.24.251.108 - 503 Service Unavailable"
169,"10.73.33.22:37827 - - [26/Jan/2026:13:45:01 -0300] ""GET http://10.20.0.137:8080/actuator/health HTTP/1.1"" 201 17168 ""-"" ""curl/8.4.0"" role=BOT user=<uptime-checker@infra.example.internal> lat=-23.5822 lon=-46.6542 msg=""Authorized"""
170,"203.0.113.165:56085 - ethan.murphy@corp.example.com [16/May/2026:01:29:41 +0530] ""GET /projects/alpha?id=2570 HTTP/1.1"" 403 46829 ""-"" ""Mozilla/5.0 (Macintosh; Intel Mac OS X 14_4_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15"" type=USER loc=POINT(72.918 19.086) msg=""Access denied: insufficient privileges"""
171,"2026-05-03T13:29:10Z User rahul.iyer46@example.co.uk logged in to https://portal.corp.example.com/reports/q1?id=1879 via MobileSafari/17.4.1 from 172.22.158.22 [N1.3913 E103.8355] - status: SUCCESS"
172,"<86>1 2026-02-24T23:43:57.517Z api-gw02 haproxy 1756 AUDIT - {""entity_type"":""user"",""user"":""omar-silva@corp.example.com"",""resource"":""/projects/alpha?id=2705"",""tool"":""Firefox/124.0.2"",""src_ip"":""192.168.215.84"",""geometry"":{""type"":""Point"",""coordinates"":[73.8983,18.5188]},""msg"":""authentication succeeded"",""outcome"":""OK""}"
173,"[03/Jun/2026:03:52:44 +0000] Service Account ci-runner-13@build.example.internal was permitted to access https://artifacts.example.internal/releases/9.11.9.8/app-9.11.9.8.zip via aws-cli/2.15.0 from 2001:db8:f565:dbcd::ebfe at 51°31'31.4""N 0°06'58.3""W - status: BLOCKED"
174,"203.0.113.35 - - [04/Jan/2026:19:54:00 -0300] ""GET /members/downloads HTTP/2.0"" 403 33391 ""-"" ""Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1"" role=GUEST loc=POINT(-46.59 -23.53) msg=""Blocked by WAF policy"""
175,"[12/Apr/2026:22:24:35 +0000] KAVYA.WILSON@CORP.EXAMPLE.COM failed to log in to /iam/roles via Edge/124.0.2478.67 from 203.0.113.222 (loc: 64.1341, -21.9414) - 401 Unauthorized"
176,"2026-02-11T04:19:31Z | entity_type=guest | email=mailto:guest_5154@example.com | event=""Authentication failed"" | resource=/catalog/items/23644 | tool=MobileSafari/17.4.1 | ip=172.22.150.10 | status=FAIL"
177,"192.0.2.59 - visitor.5612@guest.example.org [2026-06-04 20:50:59.548] ""POST https://portal.corp.example.com/wiki/Onboarding HTTP/1.1"" 401 29664 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0"" entity=Guest lat=-23.508 lon=-46.607 msg=""MFA challenge"""
178,"2026-01-23T02:59:18.925+05:30 | entity=customer | email=vikram.c.rossi@shop.example.org | action=""Access granted"" | resource=/cart | ip=198.51.100.179 | latitude=12.9921 | longitude=77.6401 | status=200"
179,"203.0.113.88 - - [10/Jan/2026:19:20:05 +0000] ""GET /catalog/items/5521 HTTP/1.1"" 403 512 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:125.0) Gecko/20100101 Firefox/125.0"" role=Guest user=<guest_4471@example.com> msg=""Access denied"""
180,"May 27 20:31:25 lb01 authd[5654]: {""entity_type"":""user"",""email"":""vikram.zhang@example.co.uk"",""resource"":""https://portal.corp.example.com/reports/weekly"",""tool"":""Edge/124.0.2478.67"",""src_ip"":""192.0.2.63"",""geo"":{""lat"":18.520925,""lng"":73.837783},""action"":""request permitted"",""result"":""success""}"
181,"<38>1 2026-03-03T22:56:12.657Z sso01 authd 2140 AUTH - {""level"": ""notice"", ""entity_type"": ""guest"", ""user"": ""visitor.1328@guest.example.org"", ""resource"": ""/members/downloads"", ""tool"": ""Chrome/123.0.6312.122"", ""src_ip"": ""192.168.85.238"", ""location"": ""40.73,-74.00"", ""action"": ""request permitted"", ""result"": ""SUCCESS""}"
